id,expression,reading,meaning,level,topics,tags,source_name,source_row
jp-v-02590,レース,レース,race; lace,N1,,JLPT_1 JLPT,,2590
jp-v-02591,レギュラー,レギュラー,regular,N1,,JLPT_1 JLPT,,2591
jp-v-02592,レッスン,レッスン,lesson,N1,School & study,JLPT_1 JLPT,,2592
jp-v-02593,レディー,レディー,lady,N1,,JLPT_1 JLPT,,2593
jp-v-02594,レバー,レバー,lever; liver,N1,,JLPT_1 JLPT,,2594
jp-v-02595,恋愛,れんあい,"love, romance",N1,,JLPT_1 JLPT,,2595
jp-v-02596,バッテリー,バッテリー,battery,N1,,JLPT_1 JLPT,,2596
jp-v-02597,バット,バット,"bat, vat",N1,,JLPT_1 JLPT,,2597
jp-v-02598,発病,はつびょう,"attack, to become sick",N1,,JLPT_1 JLPT,,2598
jp-v-02599,初耳,はつみみ,something heard for the first time,N1,Time & calendar,JLPT_1 JLPT,,2599
jp-v-02600,果て,はて,"the end, the extremity, the limit(s)",N1,,JLPT_1 JLPT,,2600
jp-v-02601,果てる,はてる,"to end, to be finished, to be exhausted",N1,,JLPT_1 JLPT,,2601
jp-v-02602,ばてる,ばてる,"to be exhausted, to be worn out",N1,,JLPT_1 JLPT,,2602
jp-v-02603,パトカー,パトカー,patrol car,N1,Vehicles & transport,JLPT_1 JLPT,,2603
jp-v-02604,甚だ,はなはだ,"very, greatly, exceedingly",N1,,JLPT_1 JLPT,,2604
jp-v-02605,華々しい,はなばなしい,"brilliant, magnificent, spectacular",N1,,JLPT_1 JLPT,,2605
jp-v-02606,花びら,はなびら,(flower) petal,N1,Weather & nature,JLPT_1 JLPT,,2606
jp-v-02607,華やか,はなやか,"brilliant, gorgeous, florid",N1,,JLPT_1 JLPT,,2607
jp-v-02608,阻む,はばむ,"to keep someone from doing, to stop, to oppose",N1,,JLPT_1 JLPT,,2608
jp-v-02609,浜,はま,"beach, seashore",N1,,JLPT_1 JLPT,,2609
jp-v-02610,浜辺,はまべ,"beach, foreshore",N1,,JLPT_1 JLPT,,2610
jp-v-02611,はまる,はまる,"to get into, to go into, to fit, to be fit for, to suit",N1,,JLPT_1 JLPT,,2611
jp-v-02612,早める,はやめる,"to hasten, to quicken, to accelerate",N1,,JLPT_1 JLPT,,2612
jp-v-02613,腹立ち,はらだち,anger,N1,,JLPT_1 JLPT,,2613
jp-v-02614,原っぱ,はらっぱ,"open field, empty lot, plain",N1,,JLPT_1 JLPT,,2614
jp-v-02615,はらはら,はらはら,feel nervous,N1,,JLPT_1 JLPT,,2615
jp-v-02616,ばらまく,ばらまく,"to disseminate, to scatter",N1,,JLPT_1 JLPT,,2616
jp-v-02617,張り紙,はりがみ,"notice, poster",N1,,JLPT_1 JLPT,,2617
jp-v-02618,遥か,はるか,"far, far-away, distant",N1,,JLPT_1 JLPT,,2618
jp-v-02619,破裂,はれつ,"explosion, rupture, break off",N1,,JLPT_1 JLPT,,2619
jp-v-02620,腫れる,はれる,"to swell (from inflammation, to become swollen)",N1,,JLPT_1 JLPT,,2620
jp-v-02621,繁栄,はんえい,"prospering, prosperity, flourishing",N1,,JLPT_1 JLPT,,2621
jp-v-02622,版画,はんが,art print,N1,,JLPT_1 JLPT,,2622
jp-v-02623,ハンガー,ハンガー,(coat) hanger,N1,Clothing & accessories,JLPT_1 JLPT,,2623
jp-v-02624,反感,はんかん,"antipathy, revolt, animosity",N1,,JLPT_1 JLPT,,2624
jp-v-02625,反響,はんきょう,"echo, reverberation, repercussion",N1,,JLPT_1 JLPT,,2625
jp-v-02626,パンク,パンク,"puncture, bursting; punk",N1,,JLPT_1 JLPT,,2626
jp-v-02627,反撃,はんげき,"counterattack, counteroffensive, counterblow",N1,,JLPT_1 JLPT,,2627
jp-v-02628,判決,はんけつ,"judicial decision, judgment, sentence, decree",N1,,JLPT_1 JLPT,,2628
jp-v-02629,反射,はんしゃ,"reflection, reverberation",N1,,JLPT_1 JLPT,,2629
jp-v-02630,繁盛,はんじょう,"prosperity, flourishing, thriving",N1,,JLPT_1 JLPT,,2630
jp-v-02631,繁殖,はんしょく,"breed, multiply, propagation",N1,,JLPT_1 JLPT,,2631
jp-v-02632,反する,はんする,"to be inconsistent with, to oppose, to contradict",N1,,JLPT_1 JLPT,,2632
jp-v-02633,判定,はんてい,"judgment, decision, award, verdict",N1,,JLPT_1 JLPT,,2633
jp-v-02634,万人,ばんにん,"all people, everybody, 10000 people",N1,Family & people,JLPT_1 JLPT,,2634
jp-v-02635,晩年,ばんねん,(one's) last years,N1,,JLPT_1 JLPT,,2635
jp-v-02636,反応,はんのう,"reaction, response",N1,,JLPT_1 JLPT,,2636
jp-v-02637,万能,ばんのう,"all-purpose, almighty, omnipotent",N1,,JLPT_1 JLPT,,2637
jp-v-02638,半端,はんぱ,"fragment, fraction, incompleteness",N1,,JLPT_1 JLPT,,2638
jp-v-02639,反発,はんぱつ,"repelling, rebound, oppose",N1,,JLPT_1 JLPT,,2639
jp-v-02640,反乱,はんらん,"rebellion, revolt, uprising",N1,,JLPT_1 JLPT,,2640
jp-v-02641,氾濫,はんらん,"overflowing, flood",N1,,JLPT_1 JLPT,,2641
jp-v-02642,美,び,beauty,N1,,JLPT_1 JLPT,,2642
jp-v-02643,ひいては,ひいては,"not only…but also, in addition to, consequently",N1,,JLPT_1 JLPT,,2643
jp-v-02644,ビールス,ビールス,virus,N1,,JLPT_1 JLPT,,2644
jp-v-02645,控室,ひかえしつ,waiting room,N1,Home & furniture,JLPT_1 JLPT,,2645
jp-v-02646,控える,ひかえる,to hold back; to make notes,N1,Body & health,JLPT_1 JLPT,,2646
jp-v-02647,悲観,ひかん,"pessimism, disappointment",N1,,JLPT_1 JLPT,,2647
jp-v-02648,引き上げる,ひきあげる,"to withdraw, to leave, to pull out",N1,,JLPT_1 JLPT,,2648
jp-v-02649,率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)",N1,,JLPT_1 JLPT,,2649
jp-v-02650,引き起こす,ひきおこす,to cause,N1,,JLPT_1 JLPT,,2650
jp-v-02651,引下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw",N1,,JLPT_1 JLPT,,2651
jp-v-02652,引きずる,ひきずる,"to drag along, to pull, to prolong",N1,,JLPT_1 JLPT,,2652
jp-v-02653,引取る,ひきとる,to take back; to adopt; to leave,N1,Body & health,JLPT_1 JLPT,,2653
jp-v-02654,否決,ひけつ,"rejection, negation, voting down",N1,,JLPT_1 JLPT,,2654
jp-v-02655,日頃,ひごろ,"normally, habitually",N1,,JLPT_1 JLPT,,2655
jp-v-02656,久しい,ひさしい,"long, long-continued, old (story)",N1,,JLPT_1 JLPT,,2656
jp-v-02657,悲惨,ひさん,"tragedy, disaster; misery, wretched, pitiful",N1,,JLPT_1 JLPT,,2657
jp-v-02658,ビジネス,ビジネス,business,N1,,JLPT JLPT_1 Genki_Ln.2 Genki_Ln.1 Genki,,2658
jp-v-02659,比重,ひじゅう,specific gravity,N1,,JLPT_1 JLPT,,2659
jp-v-02660,美術,びじゅつ,"art, fine arts",N1,,JLPT_1 JLPT,,2660
jp-v-02661,秘書,ひしょ,(private) secretary,N1,,JLPT_1 JLPT,,2661
jp-v-02662,微笑,びしょう,smile,N1,,JLPT_1 JLPT,,2662
jp-v-02663,歪む,ひずむ,"to warp, to be distorted",N1,,JLPT_1 JLPT,,2663
jp-v-02664,密か,ひそか,"secret, private, surreptitious",N1,,JLPT_1 JLPT,,2664
jp-v-02665,浸す,ひたす,"to soak, to dip, to drench",N1,,JLPT_1 JLPT,,2665
jp-v-02666,ひたすら,ひたすら,"nothing but, earnestly, intently",N1,,JLPT_1 JLPT,,2666
jp-v-02667,左利き,ひだりきき,"left-handedness, sake drinker, left-hander",N1,,JLPT_1 JLPT,,2667
jp-v-02668,引っ掻く,ひっかく,to scratch,N1,,JLPT_1 JLPT,,2668
jp-v-02669,必修,ひっしゅう,required (subject),N1,,JLPT_1 JLPT,,2669
jp-v-02670,びっしょり,びっしょり,"wet through, drenched",N1,,JLPT_1 JLPT,,2670
jp-v-02671,必然,ひつぜん,"inevitable, necessary",N1,,JLPT_1 JLPT,,2671
jp-v-02672,匹敵,ひってき,"comparing with, rival, equal",N1,,JLPT_1 JLPT,,2672
jp-v-02673,一息,ひといき,"a breath, a pause, an effort",N1,,JLPT_1 JLPT,,2673
jp-v-02674,人影,ひとかげ,"man's shadow, soul",N1,,JLPT_1 JLPT,,2674
jp-v-02675,人柄,ひとがら,"personality, character",N1,,JLPT_1 JLPT,,2675
jp-v-02676,人気,ひとけ,sign of life,N1,,JLPT_1 JLPT,,2676
jp-v-02677,一頃,ひところ,"once, some time ago",N1,Time & calendar,JLPT_1 JLPT,,2677
jp-v-02678,人質,ひとじち,hostage,N1,,JLPT_1 JLPT,,2678
jp-v-02679,一筋,ひとすじ,"a line, earnestly, blindly, straightforwardly",N1,,JLPT_1 JLPT,,2679
jp-v-02680,人目,ひとめ,"glimpse, public gaze",N1,,JLPT_1 JLPT,,2680
jp-v-02681,日取り,ひどり,"fixed date, appointed day",N1,Time & calendar,JLPT_1 JLPT,,2681
jp-v-02682,雛,ひな,"young bird, chick, doll",N1,Animals,JLPT_1 JLPT,,2682
jp-v-02683,雛祭,ひなまつり,Girls' (dolls') Festival,N1,,JLPT_1 JLPT,,2683
jp-v-02684,日向,ひなた,"sunny place, in the sun",N1,Weather & nature,JLPT_1 JLPT,,2684
jp-v-02685,非難,ひなん,"blame, attack, criticism",N1,,JLPT_1 JLPT,,2685
jp-v-02686,避難,ひなん,"taking refuge, finding shelter",N1,,JLPT_1 JLPT,,2686
jp-v-02687,日の丸,ひのまる,the Japanese flag,N1,,JLPT_1 JLPT,,2687
jp-v-02688,火花,ひばな,spark,N1,,JLPT_1 JLPT,,2688
jp-v-02689,ひび (かべの～),ひび (かべの～),"crack, fissure, flaw",N1,,JLPT_1 JLPT,,2689
jp-v-02690,悲鳴,ひめい,"shriek, scream",N1,,JLPT_1 JLPT,,2690
jp-v-02691,冷やかす,ひやかす,"to banter, to make fun of, to jeer at, to cool, to refrigerate",N1,,JLPT_1 JLPT,,2691
jp-v-02692,日焼け,ひやけ,sunburn,N1,,JLPT_1 JLPT,,2692
jp-v-02693,標語,ひょうご,"motto, slogan, catchword",N1,,JLPT_1 JLPT,,2693
jp-v-02694,描写,びょうしゃ,"depiction, description, portrayal",N1,,JLPT_1 JLPT,,2694
jp-v-02695,ひょっと,ひょっと,"possibly, accidentally",N1,,JLPT_1 JLPT,,2695
jp-v-02696,びら,びら,"handout, leaflet",N1,,JLPT_1 JLPT,,2696
jp-v-02697,平たい,ひらたい,"flat, even, level",N1,,JLPT_1 JLPT,,2697
jp-v-02698,びり,びり,"last on the list, at the bottom",N1,,JLPT_1 JLPT,,2698
jp-v-02699,比率,ひりつ,"ratio, proportion, percentage",N1,,JLPT_1 JLPT,,2699
jp-v-02700,就任,しゅうにん,"inauguration, assumption of office",N2,Office & work,JLPT JLPT_2,,2700
jp-v-02701,周辺,しゅうへん,"circumference, peripheral",N2,,JLPT JLPT_2,,2701
jp-v-02702,重役,じゅうやく,"director, high executive",N2,,JLPT JLPT_2,,2702
jp-v-02703,終了,しゅうりょう,"end, close, termination",N1,,JLPT_1 JLPT JLPT_2,,2703
jp-v-02704,重量,じゅうりょう,heavyweight,N2,,JLPT JLPT_2,,2704
jp-v-02705,重力,じゅうりょく,gravity,N2,,JLPT JLPT_2,,2705
jp-v-02706,熟語,じゅくご,"idiom, kanji compound",N2,,JLPT JLPT_2,,2706
jp-v-02707,祝日,しゅくじつ,national holiday,N2,,JLPT JLPT_2,,2707
jp-v-02708,縮小,しゅくしょう,"reduction, curtailment",N2,,JLPT JLPT_2,,2708
jp-v-02709,受験,じゅけん,taking an examination,N2,,JLPT JLPT_2,,2709
jp-v-02710,主語,しゅご,(gram) subject,N2,,JLPT JLPT_2,,2710
jp-v-02711,主人,しゅじん,(one's own) husband,N2,Family & people,JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese,,2711
jp-v-02712,出勤,しゅっきん,"going to work, at work",N2,Office & work,JLPT JLPT_2,,2712
jp-v-02713,述語,じゅつご,predicate,N2,,JLPT JLPT_2,,2713
jp-v-02714,出張,しゅっちょう,"official tour, business trip",N2,Travel,JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.10 Genki,,2714
jp-v-02715,寿命,じゅみょう,life span,N2,,JLPT JLPT_2,,2715
jp-v-02716,主役,しゅやく,leading part,N2,,JLPT JLPT_2,,2716
jp-v-02717,受話器,じゅわき,(telephone) receiver,N2,,JLPT JLPT_2,,2717
jp-v-02718,循環,じゅんかん,"circulation, rotation, cycle",N2,,JLPT JLPT_2,,2718
jp-v-02719,巡査,じゅんさ,policeman,N2,,JLPT JLPT_2,,2719
jp-v-02720,順々,じゅんじゅん,"in order, in turn",N2,,JLPT JLPT_2,,2720
jp-v-02721,順序,じゅんじょ,"order, sequence, procedure",N2,,JLPT JLPT_2,,2721
jp-v-02722,純情,じゅんじょう,pure heart,N2,,JLPT JLPT_2,,2722
jp-v-02723,純粋,じゅんすい,"pure, genuine, unmixed",N2,,JLPT JLPT_2,,2723
jp-v-02724,初～,しょ～,first ~,N2,,JLPT JLPT_2,,2724
jp-v-02725,諸～,しょ～,various ~,N2,,JLPT JLPT_2,,2725
jp-v-02726,～所,～しょ,place,N2,,JLPT JLPT_2,,2726
jp-v-02727,～所,～じょ,place,N2,,JLPT JLPT_2,,2727
jp-v-02728,女～,じょ～,things done by women,N2,,JLPT JLPT_2,,2728
jp-v-02729,～女,～じょ,count for sisters,N2,,JLPT JLPT_2,,2729
jp-v-02730,省～,しょう～,economizing ~,N2,,JLPT JLPT_2,,2730
jp-v-02731,～省,～しょう,kind of ministry,N2,,JLPT JLPT_2,,2731
jp-v-02732,～商,～しょう,"merchant, business",N2,,JLPT JLPT_2,,2732
jp-v-02733,～勝,～しょう,count for victory,N2,,JLPT JLPT_2,,2733
jp-v-02734,～条,～じょう,counter for article,N1,,JLPT_1 JLPT JLPT_2,,2734
jp-v-02735,～場,～じょう,"kind of field, ground",N2,,JLPT JLPT_2,,2735
jp-v-02736,～畳,～じょう,"count for tatami, mat",N2,,JLPT JLPT_2,,2736
jp-v-02737,消化,しょうか,digestion,N2,,JLPT JLPT_2,,2737
jp-v-02738,小学生,しょうがくせい,elementary school pupil,N2,School & study,JLPT JLPT_2,,2738
jp-v-02739,しょうがない,しょうがない,It is not worth ~,N2,,JLPT JLPT_2,,2739
jp-v-02740,将棋,しょうぎ,Japanese chess,N2,,JLPT JLPT_2,,2740
jp-v-02741,蒸気,じょうき,"steam, vapor",N2,,JLPT JLPT_2,,2741
jp-v-02742,定規,じょうぎ,(measuring) ruler,N2,School & study,JLPT JLPT_2,,2742
jp-v-02743,上級,じょうきゅう,"advanced level, high grade, senior",N2,,JLPT JLPT_2,,2743
jp-v-02744,商業,しょうぎょう,"commerce, trade, business",N2,,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,,2744
jp-v-02745,消極的,しょうきょくてき,passive,N2,,JLPT JLPT_2,,2745
jp-v-02746,賞金,しょうきん,"prize, monetary award",N2,,JLPT JLPT_2,,2746
jp-v-02747,上下,じょうげ,"high and low, up and down",N2,,JLPT JLPT_2,,2747
jp-v-02748,障子,しょうじ,paper sliding door,N2,Home & furniture | Office & work,JLPT JLPT_2,,2748
jp-v-02749,商社,しょうしゃ,trading company,N2,Office & work,JLPT JLPT_2,,2749
jp-v-02750,乗車,じょうしゃ,"taking a train, entraining",N2,Vehicles & transport,JLPT JLPT_2,,2750
jp-v-02751,上旬,じょうじゅん,first 10 days of month,N2,Time & calendar,JLPT JLPT_2,,2751
jp-v-02752,生ずる,しょうずる,"to cause, to arise, to be generated",N2,,JLPT JLPT_2,,2752
jp-v-02753,小数,しょうすう,"fraction (part of), decimal",N2,,JLPT JLPT_2,,2753
jp-v-02754,商店,しょうてん,"shop, business firm",N2,Shopping & money,JLPT JLPT_2,,2754
jp-v-02755,焦点,しょうてん,"focus, point",N2,,JLPT JLPT_2,,2755
jp-v-02756,消毒,しょうどく,disinfection,N2,,JLPT JLPT_2,,2756
jp-v-02757,勝敗,しょうはい,"victory or defeat, issue (of battle)",N2,,JLPT JLPT_2,,2757
jp-v-02758,蒸発,じょうはつ,evaporation; unexplained disappearance,N2,,JLPT JLPT_2,,2758
jp-v-02759,上品,じょうひん,"refined, elegant, well-mannered",N2,,JLPT JLPT_2,,2759
jp-v-02760,勝負,しょうぶ,"victory or defeat, game",N2,,JLPT JLPT_2,,2760
jp-v-02761,小便,しょうべん,"(col) urine, piss",N2,,JLPT JLPT_2,,2761
jp-v-02762,消防署,しょうぼうしょ,fire station,N2,Vehicles & transport | Places & buildings,JLPT JLPT_2,,2762
jp-v-02763,正味,しょうみ,net (weight),N2,,JLPT JLPT_2,,2763
jp-v-02764,正面,しょうめん,front,N2,,JLPT JLPT_2,,2764
jp-v-02765,消耗,しょうもう,"exhaustion, consumption",N2,,JLPT JLPT_2,,2765
jp-v-02766,初級,しょきゅう,elementary level,N2,,JLPT JLPT_2,,2766
jp-v-02767,助教授,じょきょうじゅ,assistant professor,N2,,JLPT JLPT_2,,2767
jp-v-02768,～色,～しょく,kind of color,N2,Colors & appearance,JLPT JLPT_2,,2768
jp-v-02769,食塩,しょくえん,table salt,N2,Home & furniture | Food & ingredients,JLPT JLPT_2,,2769
jp-v-02770,職人,しょくにん,"artisan, craftsman",N2,,JLPT JLPT_2,,2770
jp-v-02771,職場,しょくば,workplace,N2,,JLPT JLPT_2,,2771
jp-v-02772,初旬,しょじゅん,first 10 days of the month,N2,Time & calendar,JLPT JLPT_2,,2772
jp-v-02773,書籍,しょせき,"book, publication",N2,School & study,JLPT JLPT_2,,2773
jp-v-02774,食器,しょっき,tableware,N2,,JLPT JLPT_2,,2774
jp-v-02775,ショップ,ショップ,a shop,N2,Shopping & money,JLPT JLPT_2,,2775
jp-v-02776,書店,しょてん,bookshop,N2,,JLPT JLPT_2,,2776
jp-v-02777,書道,しょどう,calligraphy,N2,,JLPT JLPT_2,,2777
jp-v-02778,初歩,しょほ,"elements, rudiments",N2,,JLPT JLPT_2,,2778
jp-v-02779,白髪,しらが,"white or grey hair, trendy hair bleaching",N2,Colors & appearance,JLPT JLPT_2,,2779
jp-v-02780,シリーズ,シリーズ,series,N2,,JLPT JLPT_2,,2780
jp-v-02781,私立,しりつ,private (establishment),N2,,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,,2781
jp-v-02782,資料,しりょう,"materials, data",N2,,JLPT JLPT_2,,2782
jp-v-02783,汁,しる,"juice, soup",N2,Food & ingredients | Drinks,JLPT JLPT_2,,2783
jp-v-02784,素人,しろうと,"layman, amateur, novice",N2,,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,,2784
jp-v-02785,しわ (かおの～),しわ (かおの～),"wrinkles, creases",N2,,JLPT JLPT_2,,2785
jp-v-02786,芯,しん,"core, heart, wick",N2,,JLPT JLPT_2,,2786
jp-v-02787,新幹線,しんかんせん,"Shinkansen, ""Bullet Train""",N2,Vehicles & transport,JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki,,2787
jp-v-02788,真空,しんくう,vacuum,N2,,JLPT JLPT_2,,2788
jp-v-02789,人事,じんじ,"human resources, personnel management",N2,,JLPT JLPT_2,,2789
jp-v-02790,信ずる,しんずる,to believe,N2,,JLPT JLPT_2,,2790
jp-v-02791,心身,しんしん,mind and body,N2,Body & health,JLPT JLPT_2,,2791
jp-v-02792,申請,しんせい,"application, request, petition",N2,,JLPT JLPT_2,,2792
jp-v-02793,人造,じんぞう,"man-made, synthetic, artificial",N2,,JLPT JLPT_2,,2793
jp-v-02794,寝台,しんだい,bed,N2,Home & furniture,JLPT JLPT_2,,2794
jp-v-02795,診断,しんだん,diagnosis,N2,,JLPT JLPT_2,,2795
jp-v-02796,侵入,しんにゅう,"invasion, raid, trespass",N2,,JLPT JLPT_2,,2796
jp-v-02797,人文科学,じんぶんかがく,"social sciences, humanities",N2,,JLPT JLPT_2,,2797
jp-v-02798,人命,じんめい,(human) life,N2,,JLPT JLPT_2,,2798
jp-v-02799,深夜,しんや,late at night,N2,Time & calendar,JLPT JLPT_2,,2799
jp-v-02800,森林,しんりん,"forest, woods",N2,Weather & nature,JLPT JLPT_2,,2800
jp-v-02801,親類,しんるい,relative(s) (same as 親戚 (しんせき)),N2,,JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese_Ln.9,,2801
jp-v-02802,針路,しんろ,"course, direction",N2,,JLPT JLPT_2,,2802
jp-v-02803,神話,しんわ,"myth, legend",N2,,JLPT JLPT_2,,2803
jp-v-02804,水産,すいさん,"marine products, fisheries",N2,,JLPT JLPT_2,,2804
jp-v-02805,炊事,すいじ,cooking,N2,,JLPT JLPT_2,,2805
jp-v-02806,水蒸気,すいじょうき,"water vapor, steam",N2,Drinks,JLPT JLPT_2,,2806
jp-v-02807,水素,すいそ,hydrogen,N2,,JLPT JLPT_2,,2807
jp-v-02808,垂直,すいちょく,"vertical, perpendicular",N2,,JLPT JLPT_2,,2808
jp-v-02809,推定,すいてい,"presumption, assumption, estimation",N2,,JLPT JLPT_2,,2809
jp-v-02810,水滴,すいてき,drop of water,N2,Drinks,JLPT JLPT_2,,2810
jp-v-02811,水筒,すいとう,"canteen, flask, water bottle",N2,Drinks,JLPT JLPT_2,,2811
jp-v-02812,随筆,ずいひつ,"essays, miscellaneous writings",N2,,JLPT JLPT_2,,2812
jp-v-02813,水分,すいぶん,moisture,N2,,JLPT JLPT_2,,2813
jp-v-02814,水平,すいへい,"level, horizontal",N2,,JLPT JLPT_2,,2814
jp-v-02815,水平線,すいへいせん,horizon,N2,,JLPT JLPT_2,,2815
jp-v-02816,水面,すいめん,water's surface,N2,Drinks,JLPT JLPT_2,,2816
jp-v-02817,図々しい,ずうずうしい,"impudent, shameless",N2,,JLPT JLPT_2,,2817
jp-v-02818,ずうっと,ずうっと,"all the time, all the way",N2,Time & calendar,JLPT JLPT_2,,2818
jp-v-02819,末っ子,すえっこ,youngest child,N2,,JLPT JLPT_2,,2819
jp-v-02820,スカーフ,スカーフ,scarf,N2,,JLPT JLPT_2,,2820
jp-v-02821,図鑑,ずかん,picture book,N2,School & study,JLPT JLPT_2,,2821
jp-v-02822,隙,すき,"unguarded moment, chance",N2,,JLPT JLPT_2,,2822
jp-v-02823,杉,すぎ,Japanese cedar,N2,,JLPT JLPT_2,,2823
jp-v-02824,好き嫌い,すききらい,"likes and dislikes, taste",N2,,JLPT JLPT_2,,2824
jp-v-02825,好き好き,すきずき,matter of taste,N2,,JLPT JLPT_2,,2825
jp-v-02826,透き通る,すきとおる,to be(come) transparent,N2,,JLPT JLPT_2,,2826
jp-v-02827,隙間,すきま,"crack, gap, opening",N2,,JLPT JLPT_2,,2827
jp-v-02828,～過ぎる,～すぎる,too much ~,N2,,JLPT JLPT_2,,2828
jp-v-02829,スクール,スクール,school,N2,School & study,JLPT JLPT_2,,2829
jp-v-02830,図形,ずけい,figure,N2,,JLPT JLPT_2,,2830
jp-v-02831,鈴,すず,bell,N2,,JLPT JLPT_2,,2831
jp-v-02832,涼む,すずむ,"to cool oneself, to cool off",N2,,JLPT JLPT_2,,2832
jp-v-02833,スタート,スタート,start,N2,,JLPT JLPT_2,,2833
jp-v-02834,スチュワーデス,スチュワーデス,stewardess,N2,,JLPT JLPT_2,,2834
jp-v-02835,すっきり,すっきり,"shapely, clear, neat",N2,,JLPT JLPT_2,,2835
jp-v-02836,ステージ,ステージ,stage; performance,N2,,JLPT JLPT_2,,2836
jp-v-02837,ストッキング,ストッキング,stockings,N2,,JLPT JLPT_2,,2837
jp-v-02838,ストップ,ストップ,stop,N2,,JLPT JLPT_2,,2838
jp-v-02839,素直,すなお,"obedient, meek, docile",N2,,JLPT JLPT_2,,2839
jp-v-02840,頭脳,ずのう,"head, brains, intellect",N2,Body & health,JLPT JLPT_2,,2840
jp-v-02841,スピーカー,スピーカー,speaker,N2,,JLPT JLPT_2,,2841
jp-v-02842,図表,ずひょう,"chart, diagram, graph",N2,,JLPT JLPT_2,,2842
jp-v-02843,スマート,スマート,"smart, stylish, slim",N2,,JLPT JLPT_2,,2843
jp-v-02844,住まい,すまい,"dwelling, house",N2,Home & furniture,JLPT JLPT_2,,2844
jp-v-02845,すまない,すまない,sorry (phrase),N2,,JLPT JLPT_2,,2845
jp-v-02846,～済,～ずみ,finished,N2,,JLPT JLPT_2,,2846
jp-v-02847,相撲,すもう,sumo wrestling,N2,,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,,2847
jp-v-02848,スライド,スライド,slide,N2,,JLPT JLPT_2,,2848
jp-v-02849,ずらす,ずらす,"to put off, to delay",N2,,JLPT JLPT_2,,2849
jp-v-02850,ずらり,ずらり,"in a line, in a row",N2,,JLPT JLPT_2,,2850
jp-v-02851,スリッパ,スリッパ,slippers,N2,,JLPT JLPT_2,,2851
jp-v-02852,狡い,ずるい,"sly, cunning",N2,,JLPT JLPT_2,,2852
jp-v-02853,寸法,すんぽう,"measurement, size, dimension",N2,,JLPT JLPT_2,,2853
jp-v-02854,税関,ぜいかん,customs,N2,,JLPT JLPT_2,,2854
jp-v-02855,製作,せいさく,"manufacture, production",N2,,JLPT JLPT_2,,2855
jp-v-02856,制作,せいさく,"work (e.g., film, book)",N2,School & study | Office & work,JLPT JLPT_2,,2856
jp-v-02857,清書,せいしょ,clean copy,N2,Cleaning & laundry,JLPT JLPT_2,,2857
jp-v-02858,青少年,せいしょうねん,"youth, young person",N2,Family & people,JLPT JLPT_2,,2858
jp-v-02859,整数,せいすう,integer,N2,,JLPT JLPT_2,,2859
jp-v-02860,清掃,せいそう,cleaning,N2,Cleaning & laundry,JLPT JLPT_2,,2860
jp-v-02861,生存,せいぞん,"existence, being, survival",N2,,JLPT JLPT_2,,2861
jp-v-02862,政党,せいとう,(member of) political party,N2,,JLPT JLPT_2,,2862
jp-v-02863,性能,せいのう,"ability, capability",N2,,JLPT JLPT_2,,2863
jp-v-02864,整備,せいび,"maintenance, overhaul",N2,,JLPT JLPT_2,,2864
jp-v-02865,成分,せいぶん,"ingredient, component, composition",N2,,JLPT JLPT_2,,2865
jp-v-02866,性別,せいべつ,"sex, gender",N2,,JLPT JLPT_2,,2866
jp-v-02867,正方形,せいほうけい,square,N2,,JLPT JLPT_2,,2867
jp-v-02868,正門,せいもん,"main gate, main entrance",N2,,JLPT JLPT_2,,2868
jp-v-02869,成立,せいりつ,"formation, establishment, completion",N2,,JLPT JLPT_2,,2869
jp-v-02870,西暦,せいれき,"Christian Era, after (Christ’s) death (A.D.)",N2,,JLPT JLPT_2,,2870
jp-v-02871,背負う,せおう,to be burdened with; to carry on (one's) back or shoulder(s),N2,Body & health,Intermediate_Japanese_Ln.14 JLPT_2 JLPT Intermediate_Japanese,,2871
jp-v-02872,～席,～せき,counter for seats,N2,,JLPT JLPT_2,,2872
jp-v-02873,赤道,せきどう,equator,N2,,JLPT JLPT_2,,2873
jp-v-02874,折角,せっかく,"with trouble, at great pains, long-awaited",N2,,JLPT JLPT_2,,2874
jp-v-02875,接近,せっきん,"getting closer, drawing nearer, approaching",N2,,JLPT JLPT_2,,2875
jp-v-02876,接する,せっする,to attend to (someone); to associate with,N2,,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,,2876
jp-v-02877,せっせと,せっせと,"busily, away",N2,,JLPT JLPT_2,,2877
jp-v-02878,接続,せつぞく,"connection, union, join, link; changing trains",N2,,JLPT JLPT_2,,2878
